I;II;III;IV;V;GS;suma;BP;z-s;Liczba;b≥Ídy zagrywka;as;eff%;liczba;b≥Ídy przyjÍcie;poz%;perf%;liczba1;b≥Ídy atak;blok;Pkt;skut%;eff%1;pkt;wyblok;Nazwisko;Klub;Klucz;Data spotkania;Sezon;Faza;Kolejka
2;1;2;1;;-;2;1;-1;21;3;1;-10%;0;0;-;-;1;0;0;1;100%;100%;0;1;23 Natalia Gajewska ;BKS BOSTIK Bielsko-Bia≥a;"
							29.03.2021, 20:30Grot Budowlani £Ûdü-1:3-BKS BOSTIK Bielsko-Bia≥a";"
							29.03.2021, 20:30
					";2021/2022;play-off;J-1
;*;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;1 Aleksandra Kaza≥a ;BKS BOSTIK Bielsko-Bia≥a;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
;;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;2 Aleksandra Szczyg≥owska (L);BKS BOSTIK Bielsko-Bia≥a;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
4;3;4;;;3;8;3;7;12;1;0;0%;0;0;-;-;7;0;0;5;71%;71%;3;2;3 Karolina Druøkowska ;BKS BOSTIK Bielsko-Bia≥a;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
;;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Katarzyna Wawrzyniak ;BKS BOSTIK Bielsko-Bia≥a;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
;;*;;;;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;8 Magdalena Janiuk ;BKS BOSTIK Bielsko-Bia≥a;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
6;5;6;;;5;8;1;2;7;0;0;0%;32;1;44%;22%;23;1;4;6;26%;4%;2;0;10 Andrea Kossanyiova ;BKS BOSTIK Bielsko-Bia≥a;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
;;*;;;*;0;0;0;3;0;0;0%;2;0;0%;0%;1;0;0;0;0%;0%;0;0;11 Dagmara Dπbrowska ;BKS BOSTIK Bielsko-Bia≥a;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
1;6;1;;;6;8;3;6;4;1;0;-25%;0;0;-;-;12;1;0;6;50%;42%;2;3;13 Martyna åwirad ;BKS BOSTIK Bielsko-Bia≥a;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
*;*;*;;;*;0;0;-2;0;0;0;-;15;2;60%;47%;0;0;0;0;-;-;0;0;16 Kinga Drabek (L);BKS BOSTIK Bielsko-Bia≥a;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
5;4;5;;;4;16;8;9;13;1;2;8%;1;0;100%;0%;43;3;3;14;33%;19%;0;2;18 Gabriela Orvosova ;BKS BOSTIK Bielsko-Bia≥a;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
3;2;3;;;2;14;4;0;13;6;2;-31%;28;4;39%;21%;27;1;3;12;44%;30%;0;0;22 Weronika Szlagowska ;BKS BOSTIK Bielsko-Bia≥a;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
2;1;2;;;1;1;0;-2;19;3;0;-16%;0;0;-;-;0;0;0;0;-;-;1;1;23 Natalia Gajewska ;BKS BOSTIK Bielsko-Bia≥a;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
*;*;*;;;*;0;0;-1;0;0;0;-;16;1;50%;25%;0;0;0;0;-;-;0;0;1 Maria Stenzel (L);Grot Budowlani £Ûdü;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
6;1;6;;;1;3;1;2;9;1;0;-11%;1;0;0%;0%;4;0;0;2;50%;50%;1;7;2 Julia Nowicka ;Grot Budowlani £Ûdü;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
;;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Oliwia Michalak ;Grot Budowlani £Ûdü;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
2;3;2;;;3;6;4;2;12;3;1;-17%;0;0;-;-;5;0;1;3;60%;40%;2;3;5 Ma≥gorzata Lisiak ;Grot Budowlani £Ûdü;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
;*;*;;;;0;0;0;2;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;6 Anna Lewandowska ;Grot Budowlani £Ûdü;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
1;2;1;;;2;17;7;13;17;1;1;12%;17;1;59%;6%;25;0;2;15;60%;52%;1;1;8 Zuzanna GÛrecka ;Grot Budowlani £Ûdü;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
5;6;5;;;6;9;5;7;7;2;0;-28%;0;0;-;-;5;0;0;4;80%;80%;5;3;9 Weronika Centka ;Grot Budowlani £Ûdü;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
3;4;3;;;4;18;8;8;20;3;2;-5%;0;0;-;-;36;3;4;16;44%;25%;0;3;12 Veronica Jones-Perry ;Grot Budowlani £Ûdü;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
4;5;4;;;5;17;9;13;21;0;3;19%;26;2;35%;4%;26;1;1;13;50%;42%;1;1;14 Monika Fedusio ;Grot Budowlani £Ûdü;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
;;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;20 Justyna KÍdziora ;Grot Budowlani £Ûdü;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
;;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;22 Oliwia Poreda ;Grot Budowlani £Ûdü;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
;;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;24 Paulina Damaske ;Grot Budowlani £Ûdü;"
							01.04.2021, 18:00BKS BOSTIK Bielsko-Bia≥a-0:3-Grot Budowlani £Ûdü";"
							01.04.2021, 18:00
					";2021/2022;play-off;J-2
6;*;*;;;-;2;1;2;8;0;1;12%;0;0;-;-;1;0;0;1;100%;100%;0;0;1 Ewelina Polak ;Energa MKS Kalisz;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
5;6;5;;;-;9;6;7;7;0;1;14%;1;0;0%;0%;9;0;2;5;56%;33%;3;6;3 Monika Ptak ;Energa MKS Kalisz;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
2;3;;;;-;3;0;3;13;0;0;0%;0;0;-;-;6;0;0;3;50%;50%;0;1;4 Karolina Bednarek ;Energa MKS Kalisz;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
3;4;3;;;-;24;10;17;11;1;3;18%;2;0;50%;0%;34;2;4;20;59%;41%;1;3;5 Julia Szczurowska ;Energa MKS Kalisz;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Julia Papszun ;Energa MKS Kalisz;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
1;2;1;;;-;8;4;1;6;0;0;0%;17;1;71%;53%;20;2;4;8;40%;10%;0;2;8 Zuzanna Wawrzyniak ;Energa MKS Kalisz;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
;;2;;;-;2;2;2;6;0;1;17%;0;0;-;-;3;0;0;1;33%;33%;0;0;10 Marta Budnik ;Energa MKS Kalisz;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
*;*;*;;;-;3;1;3;0;0;0;-;0;0;-;-;5;0;0;3;60%;60%;0;1;11 Aleksandra Gromadowska ;Energa MKS Kalisz;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;12 Monika Ga≥kowska ;Energa MKS Kalisz;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Emilia Mucha ;Energa MKS Kalisz;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Julia Mazur (L);Energa MKS Kalisz;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
*;*;*;;;-;0;0;-1;0;0;0;-;20;1;95%;40%;0;0;0;0;-;-;0;0;18 Justyna £ysiak (L);Energa MKS Kalisz;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
4;5;4;;;-;10;6;5;11;1;1;0%;13;1;69%;46%;22;1;2;8;36%;23%;1;0;20 Oliwia Ba≥uk ;Energa MKS Kalisz;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
*;1;6;;;-;4;4;3;14;0;2;21%;1;0;0%;0%;2;1;0;0;0%;-50%;2;0;22 Sylwia Kucharska ;Energa MKS Kalisz;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;1 Maja Tokarska ;DPD I£Capital Legionovia Legionowo;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;3 Julie Oliveira Souza ;DPD I£Capital Legionovia Legionowo;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
;;*;;;-;2;1;0;4;1;0;-25%;10;1;20%;10%;3;0;0;2;67%;67%;0;0;4 Jessica Rivero Marin ;DPD I£Capital Legionovia Legionowo;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
3;5;3;;;-;16;5;5;6;2;0;-33%;22;3;45%;9%;34;3;3;12;35%;18%;4;1;6 Olivia RÛøaÒski ;DPD I£Capital Legionovia Legionowo;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
6;2;6;;;-;3;2;-2;8;0;2;25%;27;2;22%;7%;14;1;2;1;7%;-14%;0;0;7 Daria Szczyrba ;DPD I£Capital Legionovia Legionowo;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
4;6;4;;;-;4;0;1;8;1;0;-12%;0;0;-;-;10;1;1;3;30%;10%;1;3;10 Shelly Stafford ;DPD I£Capital Legionovia Legionowo;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;11 Izabela LemaÒczyk (L);DPD I£Capital Legionovia Legionowo;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
2;4;2;;;-;0;0;0;7;0;0;0%;0;0;-;-;1;0;0;0;0%;0%;0;1;12 Diana Dπbrowska ;DPD I£Capital Legionovia Legionowo;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
*;;*;;;-;8;3;8;3;0;0;0%;0;0;-;-;10;0;0;5;50%;50%;3;1;14 Maja SzymaÒska ;DPD I£Capital Legionovia Legionowo;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
*;*;*;;;-;0;0;-2;0;0;0;-;14;2;71%;36%;0;0;0;0;-;-;0;0;16 Klaudia Kulig (L);DPD I£Capital Legionovia Legionowo;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
1;3;1;;;-;6;2;5;15;1;0;-7%;0;0;-;-;5;0;0;3;60%;60%;3;0;17 Paulina Majkowska ;DPD I£Capital Legionovia Legionowo;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
*;*;*;;;-;1;1;0;5;0;1;20%;1;1;0%;0%;0;0;0;0;-;-;0;0;21 Alicja Grabka ;DPD I£Capital Legionovia Legionowo;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
5;1;5;;;-;6;1;4;3;0;0;0%;0;0;-;-;15;1;1;5;33%;20%;1;2;62 Marta Matejko ;DPD I£Capital Legionovia Legionowo;"
							27.03.2021, 18:30Energa MKS Kalisz-3:0-DPD I£Capital Legionovia Legionowo";"
							27.03.2021, 18:30
					";2021/2022;play-off;I-1
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;1 Maja Tokarska ;DPD I£Capital Legionovia Legionowo;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;3 Julie Oliveira Souza ;DPD I£Capital Legionovia Legionowo;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
;*;*;*;4;-;1;0;0;9;0;0;11%;8;0;38%;13%;6;0;1;1;17%;0%;0;0;4 Jessica Rivero Marin ;DPD I£Capital Legionovia Legionowo;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
1;5;1;5;1;-;24;12;9;10;3;0;-30%;38;4;26%;16%;44;6;2;21;48%;30%;3;1;6 Olivia RÛøaÒski ;DPD I£Capital Legionovia Legionowo;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
4;2;4;2;;-;11;4;3;14;1;1;14%;32;3;31%;16%;22;1;3;10;45%;27%;0;2;7 Daria Szczyrba ;DPD I£Capital Legionovia Legionowo;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
2;6;2;6;2;-;12;2;11;19;1;1;11%;2;0;100%;100%;12;0;0;10;83%;83%;1;1;10 Shelly Stafford ;DPD I£Capital Legionovia Legionowo;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
;*;*;*;*;-;0;0;0;0;0;0;-;12;0;33%;17%;0;0;0;0;-;-;0;0;11 Izabela LemaÒczyk (L);DPD I£Capital Legionovia Legionowo;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
6;*;;*;;-;1;1;-1;4;1;1;25%;0;0;-;-;1;1;0;0;0%;-100%;0;0;12 Diana Dπbrowska ;DPD I£Capital Legionovia Legionowo;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
3;1;3;1;3;-;8;2;4;11;1;1;9%;0;0;-;-;17;2;1;7;41%;24%;0;1;14 Maja SzymaÒska ;DPD I£Capital Legionovia Legionowo;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
*;;;;;-;0;0;-1;0;0;0;-;3;1;33%;33%;0;0;0;0;-;-;0;0;16 Klaudia Kulig (L);DPD I£Capital Legionovia Legionowo;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
5;3;5;3;5;-;10;5;5;12;2;0;-17%;1;1;0%;0%;13;2;0;5;38%;23%;5;5;17 Paulina Majkowska ;DPD I£Capital Legionovia Legionowo;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
*;4;6;4;6;-;2;1;2;12;0;0;0%;0;0;-;-;1;0;0;1;100%;100%;1;1;21 Alicja Grabka ;DPD I£Capital Legionovia Legionowo;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
*;*;;*;*;-;1;0;1;2;0;0;0%;0;0;-;-;5;0;0;1;20%;20%;0;1;62 Marta Matejko ;DPD I£Capital Legionovia Legionowo;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
*;*;*;1;1;-;1;0;-1;14;2;0;-7%;0;0;-;-;1;0;0;1;100%;100%;0;2;1 Ewelina Polak ;Energa MKS Kalisz;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
6;5;6;6;6;-;13;5;11;9;1;1;11%;3;0;33%;33%;17;0;1;10;59%;53%;2;2;3 Monika Ptak ;Energa MKS Kalisz;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
3;2;3;3;3;-;5;3;2;14;1;0;7%;0;0;-;-;12;1;1;3;25%;8%;2;3;4 Karolina Bednarek ;Energa MKS Kalisz;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
4;3;4;4;4;-;21;9;13;12;1;1;0%;0;0;-;-;41;3;4;18;44%;27%;2;0;5 Julia Szczurowska ;Energa MKS Kalisz;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Julia Papszun ;Energa MKS Kalisz;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
5;1;5;2;2;-;17;7;10;18;1;3;11%;16;0;38%;31%;33;4;2;14;42%;24%;0;0;8 Zuzanna Wawrzyniak ;Energa MKS Kalisz;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
;*;;;;-;2;1;2;3;0;1;33%;0;0;-;-;1;0;0;0;0%;0%;1;0;10 Marta Budnik ;Energa MKS Kalisz;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
*;*;*;5;5;-;6;4;4;6;0;0;17%;8;0;63%;25%;15;0;2;6;40%;27%;0;0;11 Aleksandra Gromadowska ;Energa MKS Kalisz;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
;;;;*;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;12 Monika Ga≥kowska ;Energa MKS Kalisz;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
2;4;2;*;;-;8;3;2;13;1;1;8%;29;2;41%;17%;17;3;0;7;41%;24%;0;2;13 Emilia Mucha ;Energa MKS Kalisz;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Julia Mazur (L);Energa MKS Kalisz;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
*;*;*;*;*;-;0;0;-1;0;0;0;-;25;1;52%;32%;0;0;0;0;-;-;0;0;18 Justyna £ysiak (L);Energa MKS Kalisz;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
;*;;;;-;0;0;-2;0;0;0;-;2;1;50%;0%;1;1;0;0;0%;-100%;0;0;20 Oliwia Ba≥uk ;Energa MKS Kalisz;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
1;6;1;*;*;-;3;3;2;15;1;2;20%;1;0;0%;0%;1;0;0;1;100%;100%;0;0;22 Sylwia Kucharska ;Energa MKS Kalisz;"
							30.03.2021, 17:00DPD I£Capital Legionovia Legionowo-2:3-Energa MKS Kalisz";"
							30.03.2021, 17:00
					";2021/2022;play-off;I-2
3;3;3;3;1;-;25;6;18;19;3;1;0%;0;0;-;-;42;4;0;23;55%;45%;1;2;1 Alexandra Dascalu ;Polskie Przetwory Pa≥ac Bydgoszcz;"
							19.03.2021, 17:30Polskie Przetwory Pa≥ac Bydgoszcz-3:2-#VolleyWroc≥aw";"
							19.03.2021, 17:30
					";2021/2022;play-off;H-1
*;*;*;*;*;-;0;0;-1;0;0;0;-;34;1;44%;21%;0;0;0;0;-;-;0;0;3 Monika Jag≥a (L);Polskie Przetwory Pa≥ac Bydgoszcz;"
							19.03.2021, 17:30Polskie Przetwory Pa≥ac Bydgoszcz-3:2-#VolleyWroc≥aw";"
							19.03.2021, 17:30
					";2021/2022;play-off;H-1
5;5;5;5;6;-;11;5;6;17;0;1;12%;2;1;0%;0%;19;2;2;8;42%;21%;2;3;4 Marta Pol ;Polskie Przetwory Pa≥ac Bydgoszcz;"
							19.03.2021, 17:30Polskie Przetwory Pa≥ac Bydgoszcz-3:2-#VolleyWroc≥aw";"
							19.03.2021, 17:30
					";2021/2022;play-off;H-1
2;2;2;2;3;-;11;4;10;20;1;1;0%;0;0;-;-;10;0;0;7;70%;70%;3;1;5 Magdalena Hawry≥a ;Polskie Przetwory Pa≥ac Bydgoszcz;"
							19.03.2021, 17:30Polskie Przetwory Pa≥ac Bydgoszcz-3:2-#VolleyWroc≥aw";"
							19.03.2021, 17:30
					";2021/2022;play-off;H-1
*;*;*;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Julia Reszelewska (L);Polskie Przetwory Pa≥ac Bydgoszcz;"
							19.03.2021, 17:30Polskie Przetwory Pa≥ac Bydgoszcz-3:2-#VolleyWroc≥aw";"
							19.03.2021, 17:30
					";2021/2022;play-off;H-1
